Customer_Id,Annual_Income,Annual_Spend,Monthly_Visits,Avg_Order_Value,Customer_Tenure_Years,Gender,Payment_Method,cluster,predicted_segment_name
C00645,29218.73862,710.1553878,2,334.1137155,3,Male,Mobile App,3,Budget Shoppers
C00646,104466.0467,3931.138749,10,322.9563339,9,Male,Mobile App,2,Premium Customers
C00647,52875.67734,1734.102814,5,292.396468,4,Female,Store,1,Regular Customers
C00648,58515.39591,2119.356022,5,345.1690613,3,Female,Online,1,Regular Customers
C00649,171307.63754124998,10036.1041214875,19,627.992786,2,Female,Store,0,Loyal Customers
C00650,88392.51862,4485.318099,11,413.3387713,8,Male,Store,2,Premium Customers
C00651,81546.19991,5568.353184,9,636.6774917,7,Female,Online,2,Premium Customers
C00652,43685.94065,1945.455621,5,372.7182557,8,Female,Mobile App,1,Regular Customers
C00653,53109.83032,1535.549143,8,218.8061694,2,Female,Online,1,Regular Customers
C00654,53000.36774,2051.023551,7,244.2288733,1,Female,Store,1,Regular Customers
C00655,102430.2555,4470.500021,8,520.8736607,1,Female,Store,2,Premium Customers
C00656,96218.96797,3802.749224,11,343.4069515,1,Male,Mobile App,2,Premium Customers
C00657,161787.9853,10036.1041214875,17,720.1934159,3,Male,Store,0,Loyal Customers
C00658,105196.2253,4359.746616,9,515.9672103,4,Male,Online,2,Premium Customers
C00659,34742.61864,602.0367767,3,207.3890833,3,Female,Mobile App,3,Budget Shoppers
C00660,65620.27903,1330.423356,6,207.8572296,8,Male,Mobile App,1,Regular Customers
C00661,36597.20536,380.8218901,3,132.1893901,9,Female,Online,3,Budget Shoppers
C00662,59790.36141,1730.146374,6,261.4393985,3,Male,Mobile App,1,Regular Customers
C00663,58342.84874,1513.930103,6,273.0900516,3,Female,Online,1,Regular Customers
C00664,61044.73249,1553.819947,7,157.5811866,10,Female,Mobile App,1,Regular Customers
C00665,68383.00138,4528.746986,8,580.065748,10,Male,Store,2,Premium Customers
C00666,52579.5076,1494.204647,7,184.3258789,7,Female,Online,1,Regular Customers
C00667,56436.97874,1744.468325,6,256.3366185,8,Male,Store,1,Regular Customers
C00668,70952.79279,5022.536232,7,593.1607285,10,Female,Store,2,Premium Customers
C00669,30461.17589,564.2524215,1,300.5309319,10,Male,Mobile App,3,Budget Shoppers
C00670,61093.58128,1772.406336,5,343.3886188,1,Male,Online,1,Regular Customers
C00671,56135.51166,1678.116939,6,254.2973479,9,Female,Mobile App,1,Regular Customers
C00672,49953.50392,2107.38535,7,274.6761389,2,Male,Store,1,Regular Customers
C00673,57382.48946,1721.456066,6,220.0298798,10,Male,Online,1,Regular Customers
C00674,99067.01138,3470.730185,9,386.8681776,4,Female,Online,2,Premium Customers
C00675,171307.63754124998,10036.1041214875,18,759.4417593,7,Male,Online,0,Loyal Customers
C00676,139287.6388,10036.1041214875,18,673.3803608,5,Male,Store,0,Loyal Customers
C00677,93133.23382,3627.651024,9,453.8419349,9,Male,Mobile App,2,Premium Customers
C00678,49329.81645,2000.527311,6,341.872327,10,Male,Store,1,Regular Customers
C00679,153377.9463,1847.954656,18,816.3069546,9,Female,Online,0,Loyal Customers
C00680,61653.68371,1938.859232,5,397.360303,1,Female,Online,1,Regular Customers
C00681,46587.36135,1421.666921,5,346.8587265,10,Male,Online,1,Regular Customers
C00682,69054.57875,1472.262068,7,127.9142495,7,Male,Mobile App,1,Regular Customers
C00683,43658.03183,1852.58369,7,207.4784889,10,Female,Store,1,Regular Customers
C00684,162415.9292,10036.1041214875,17,768.9625573,3,Female,Online,0,Loyal Customers
C00685,26187.93269,530.963929,3,148.5302508,2,Male,Mobile App,3,Budget Shoppers
C00686,27472.60886,591.4987157,2,176.1947041,3,Male,Online,3,Budget Shoppers
C00687,49343.35166,1655.773738,6,261.199328,4,Female,Store,1,Regular Customers
C00688,46651.03857,1707.881644,7,223.3042176,9,Female,Online,1,Regular Customers
C00689,78864.13918,4466.68714,10,441.4091068,6,Male,Mobile App,2,Premium Customers
C00690,119875.2293,10036.1041214875,18,613.253061,4,Male,Mobile App,0,Loyal Customers
C00691,88885.53141,4056.00282,9,363.2729283,4,Male,Online,2,Premium Customers
C00692,58608.11482,2168.657406,6,253.1629712,9,Male,Mobile App,1,Regular Customers
C00693,151106.2785,10036.1041214875,19,622.192185,1,Female,Store,0,Loyal Customers
C00694,58959.88254,2062.872726,6,295.0569236,10,Male,Online,1,Regular Customers
C00695,153555.0974,10036.1041214875,17,301.5224674,4,Male,Online,0,Loyal Customers
C00696,161875.7063,10036.1041214875,18,627.915392,7,Male,Online,0,Loyal Customers
C00697,51960.34142,1847.954656,6,323.2989208,2,Male,Mobile App,1,Regular Customers
C00698,32421.26532,726.6241271,4,149.529906,3,Male,Mobile App,3,Budget Shoppers
C00699,171307.63754124998,10036.1041214875,16,689.3173052,6,Male,Online,0,Loyal Customers
C00700,33288.90465,509.4958762,4,119.5489436,10,Male,Online,3,Budget Shoppers
C00701,27270.18455,570.1711766,3,221.9031012,9,Female,Online,3,Budget Shoppers
C00702,171307.63754124998,9553.916016,17,551.2569629,1,Female,Store,0,Loyal Customers
C00703,48184.95591,1985.895836,6,301.5224674,2,Male,Online,1,Regular Customers
C00704,27560.22467,673.7932727,3,254.3034031,3,Male,Online,3,Budget Shoppers
C00705,57998.17676,1723.5943,8,219.6759447,2,Male,Online,1,Regular Customers
C00706,102291.4111,4784.989431,10,469.9064616,2,Male,Store,2,Premium Customers
C00707,107749.0768,4035.25696,9,431.7871299,5,Male,Online,2,Premium Customers
C00708,99730.08141,4007.485326,11,368.7405151,8,Male,Online,2,Premium Customers
C00709,87752.84077,4937.991709,9,540.184449,10,Male,Store,2,Premium Customers
C00710,95871.49403,4354.04774,9,301.5224674,8,Female,Online,2,Premium Customers
C00711,51703.80064,1829.70673,5,296.4871614,6,Male,Store,1,Regular Customers
C00712,26805.02816,474.4954438,5,146.507613,2,Female,Mobile App,3,Budget Shoppers
C00713,81669.62975,4490.377868,11,392.0035356,2,Female,Store,2,Premium Customers
C00714,40937.3893,1814.392301,6,266.3047707,8,Female,Online,1,Regular Customers
C00715,55258.04677,1889.661494,7,301.5224674,6,Female,Mobile App,1,Regular Customers
C00716,47998.04372,1986.302744,6,343.6720371,1,Male,Online,1,Regular Customers
C00717,86641.4362,3799.038418,9,409.592026,5,Female,Mobile App,2,Premium Customers
C00718,81647.35084,5719.490049,9,563.6305966,3,Male,Online,2,Premium Customers
C00719,53435.90007,1772.261814,4,355.5592129,5,Male,Mobile App,1,Regular Customers
C00720,56758.10933,2117.044049,4,494.3325076,8,Male,Online,1,Regular Customers
C00721,26398.80723,645.9141722,4,193.7499261,5,Male,Store,3,Budget Shoppers
C00722,80624.76522,4828.596555,10,490.4311738,1,Female,Online,2,Premium Customers
C00723,171307.63754124998,7439.995846,16,474.1803352,8,Male,Online,0,Loyal Customers
C00724,36127.9738,555.2184752,3,131.7092396,2,Female,Mobile App,3,Budget Shoppers
C00725,32299.4288,686.2012453,2,303.7602918,4,Male,Online,3,Budget Shoppers
C00726,98852.34451,4106.257427,10,428.7611998,6,Female,Online,2,Premium Customers
C00727,29643.99725,462.5548929,2,177.0872636,5,Male,Online,3,Budget Shoppers
C00728,28393.73964,632.0102054,4,182.287465,1,Male,Store,3,Budget Shoppers
C00729,42932.54724,2087.279311,5,343.706543,6,Male,Store,1,Regular Customers
C00730,46265.48346,1538.174357,8,137.6025686,1,Female,Online,1,Regular Customers
C00731,56135.51166,4281.7957,11,325.1342415,6,Male,Online,2,Premium Customers
C00732,31402.61104,657.4809426,3,252.5426142,3,Female,Online,3,Budget Shoppers
C00733,87251.82471,4744.176283,8,488.3805725,9,Male,Store,2,Premium Customers
C00734,156757.7241,10036.1041214875,16,619.7707346,7,Female,Online,0,Loyal Customers
C00735,144632.0929,10036.1041214875,18,654.8094493,2,Female,Online,0,Loyal Customers
C00736,78962.99865,4650.355738,7,629.7501664,4,Male,Online,2,Premium Customers
C00737,60429.47694,1692.245673,10,150.6020917,10,Female,Online,1,Regular Customers
C00738,26692.72856,618.9446669,4,85.71124074,1,Male,Store,3,Budget Shoppers
C00739,63540.37016,1731.918117,6,236.6703063,7,Male,Store,1,Regular Customers
C00740,35113.81529,567.1044657,3,170.2800817,10,Male,Store,3,Budget Shoppers
C00741,56988.77406,1968.141658,5,365.2818095,9,Male,Online,1,Regular Customers
C00742,145503.48,10036.1041214875,21,510.9008019,5,Male,Store,0,Loyal Customers
C00743,56585.79073,1847.954656,7,325.7540069,6,Female,Store,1,Regular Customers
C00744,54494.40471,1842.112844,7,279.5049673,10,Female,Online,1,Regular Customers
C00745,56135.51166,2514.545114,8,253.4655913,2,Female,Store,1,Regular Customers
C00746,58930.29821,1814.132318,5,322.1626452,9,Male,Store,1,Regular Customers
C00747,25573.62146,698.6892406,3,175.109661,9,Female,Online,3,Budget Shoppers
C00748,48499.45966,1920.648509,7,281.8245349,6,Male,Mobile App,1,Regular Customers
C00749,60005.02654,1982.582585,6,265.3676873,4,Female,Online,1,Regular Customers
C00750,139065.1348,9017.783753,19,492.2969207,7,Female,Mobile App,0,Loyal Customers
C00751,72193.98902,4134.693792,8,432.1413761,2,Female,Online,2,Premium Customers
C00752,28038.29129,625.2908325,4,93.90216292,8,Female,Store,3,Budget Shoppers
C00753,84400.41658,4829.449325,10,463.6138641,4,Female,Store,2,Premium Customers
C00754,24530.26812,633.0857856,2,256.171001,6,Female,Online,3,Budget Shoppers
C00755,31387.14257,430.7990969,2,106.8377932,6,Male,Mobile App,3,Budget Shoppers
C00756,56135.51166,2218.070245,8,252.7746673,8,Female,Mobile App,1,Regular Customers
C00757,23843.39379,753.2855349,4,182.1657802,10,Female,Mobile App,3,Budget Shoppers
C00758,62864.48342,1693.001661,8,168.3052061,10,Female,Store,1,Regular Customers
C00759,65252.24489,1650.283902,7,213.568812,5,Male,Online,1,Regular Customers
C00760,100392.0077,4778.683913,9,484.6513234,7,Female,Store,2,Premium Customers
C00761,34613.91766,583.4268766,3,185.2653148,9,Female,Mobile App,3,Budget Shoppers
C00762,54435.82368,1762.150971,7,258.1025935,2,Female,Store,1,Regular Customers
C00763,103550.8567,4097.014474,8,526.9790404,8,Male,Online,2,Premium Customers
C00764,58143.5715,2004.705828,8,194.604032,9,Male,Store,1,Regular Customers
C00765,27174.85713,443.1347223,1,464.6668835,10,Male,Store,3,Budget Shoppers
C00766,29366.92414,804.8242885,3,223.8100821,3,Female,Store,3,Budget Shoppers
C00767,35012.87508,678.367198,1,446.4763762,7,Female,Online,3,Budget Shoppers
C00768,49095.00737,1794.928794,7,245.7676845,1,Male,Online,1,Regular Customers
C00769,54329.84488,1579.15168,8,198.5337648,8,Male,Online,1,Regular Customers
C00770,94034.23311,4322.673192,10,381.89738,6,Female,Online,2,Premium Customers
C00771,49888.97174,1571.119419,5,327.7684692,3,Male,Online,1,Regular Customers
C00772,47241.35749,1809.260642,7,206.8359581,10,Male,Online,1,Regular Customers
C00773,31578.51266,639.2405198,2,191.9123679,2,Male,Store,3,Budget Shoppers
C00774,30707.47621,604.4377498,3,188.6167811,7,Female,Mobile App,3,Budget Shoppers
C00775,48388.93219,1856.355023,8,223.9263796,5,Female,Online,1,Regular Customers
C00776,159548.3259,10036.1041214875,17,658.3397592,1,Male,Online,0,Loyal Customers
C00777,31417.67027,487.5161694,3,139.7385567,9,Male,Online,3,Budget Shoppers
C00778,80691.93596,5254.457715,7,719.0627631,8,Male,Online,2,Premium Customers
C00779,66946.40729,1713.294232,8,214.6326147,8,Male,Mobile App,1,Regular Customers
C00780,56135.51166,625.0919831,4,134.0462316,9,Male,Online,3,Budget Shoppers
C00781,39174.75751,1745.055445,6,301.5224674,2,Male,Online,1,Regular Customers
C00782,80840.6487,4861.633692,10,434.4773851,1,Female,Mobile App,2,Premium Customers
C00783,53582.37349,1253.917409,9,139.723241,1,Female,Mobile App,1,Regular Customers
C00784,102668.2788,4739.362379,9,519.5122933,8,Female,Mobile App,2,Premium Customers
C00785,105964.2139,4817.255435,11,431.046756,8,Male,Online,2,Premium Customers
C00786,28813.98797,509.3765375,1,567.9344102,5,Female,Online,3,Budget Shoppers
C00787,29855.43138,781.3747599,2,268.5928786,5,Female,Store,3,Budget Shoppers
C00788,88365.57613,4427.756783,9,495.9077051,3,Male,Mobile App,2,Premium Customers
C00789,171307.63754124998,1847.954656,19,655.0266,4,Male,Store,0,Loyal Customers
C00790,51854.97371,1813.564176,8,271.3489538,7,Male,Store,1,Regular Customers
C00791,87161.05911,3819.328601,9,424.5740243,2,Male,Mobile App,2,Premium Customers
C00792,143764.1525,10036.1041214875,20,588.4816639,3,Female,Online,0,Loyal Customers
C00793,52794.65293,1522.855608,5,301.4934233,1,Male,Online,1,Regular Customers
C00794,171025.9486,10036.1041214875,16,634.6565374,7,Male,Store,0,Loyal Customers
C00795,52646.99897,1783.728914,7,249.1578333,3,Male,Online,1,Regular Customers
C00796,169081.392,9939.858562,20,496.5131162,10,Male,Online,0,Loyal Customers
C00797,34450.0706,580.2297493,3,103.7412276,6,Female,Store,3,Budget Shoppers
C00798,87285.89615,4806.267772,13,342.9587168,2,Female,Store,2,Premium Customers
C00799,165061.3036,10036.1041214875,16,792.4975938,7,Female,Store,0,Loyal Customers
C00800,52439.01164,1668.136417,7,229.860174,1,Female,Store,1,Regular Customers
C00801,33195.55953,511.9133247,2,156.9459236,9,Male,Online,3,Budget Shoppers
C00802,28662.81288,673.8142368,3,165.9320696,3,Female,Store,3,Budget Shoppers
C00803,49806.82698,1629.575119,3,440.7053517,4,Male,Online,1,Regular Customers
C00804,56135.51166,1433.371047,8,138.870102,6,Male,Mobile App,1,Regular Customers
C00805,171307.63754124998,10036.1041214875,18,629.8269749,3,Male,Online,0,Loyal Customers
C00806,40611.20864,1781.726076,7,247.7885256,3,Female,Store,1,Regular Customers
C00807,171307.63754124998,10036.1041214875,17,742.7644885,2,Male,Mobile App,0,Loyal Customers
C00808,25331.40499,661.2207188,3,150.0802375,6,Female,Mobile App,3,Budget Shoppers
C00809,33130.58131,784.4830886,4,197.270904,9,Male,Mobile App,3,Budget Shoppers
C00810,151862.6822,10036.1041214875,18,703.6259413,1,Male,Online,0,Loyal Customers
C00811,28018.90145,508.2274212,3,127.1102408,5,Male,Store,3,Budget Shoppers
C00812,55485.13569,1729.736855,6,246.4992637,7,Female,Online,1,Regular Customers
C00813,56196.18254,2158.087419,5,418.9093504,3,Male,Online,1,Regular Customers
C00814,54245.79124,1352.265789,6,166.5348441,4,Female,Mobile App,1,Regular Customers
C00815,86213.81287,4901.652252,9,514.0882741,3,Female,Store,2,Premium Customers
C00816,25600.33989,654.2785216,3,193.3009748,4,Male,Mobile App,3,Budget Shoppers
C00817,113167.7192,4214.923341,13,275.0351254,1,Male,Store,2,Premium Customers
C00818,46176.7369,2055.18441,5,352.5095886,8,Female,Online,1,Regular Customers
C00819,56135.51166,1567.554683,8,217.0604752,5,Female,Store,1,Regular Customers
C00820,32112.68554,587.4542519,4,301.5224674,9,Female,Online,3,Budget Shoppers
C00821,144761.4908,10036.1041214875,17,754.9599792,8,Female,Store,0,Loyal Customers
C00822,33510.71147,612.4780665,4,124.7837047,4,Female,Online,3,Budget Shoppers
C00823,92926.2836,3261.924557,10,335.6178298,10,Male,Store,2,Premium Customers
C00824,29700.81994,626.2407309,4,99.52728342,7,Male,Online,3,Budget Shoppers
C00825,29836.51962,638.5507846,1,318.1133509,2,Female,Store,3,Budget Shoppers
C00826,95232.25277,5135.563546,8,578.2051847,5,Female,Store,2,Premium Customers
C00827,155496.4487,10036.1041214875,16,760.7126717,6,Male,Online,0,Loyal Customers
C00828,56135.51166,2162.7486,6,334.6124711,9,Female,Online,1,Regular Customers
C00829,77949.91609,5066.045127,11,429.4151888,4,Male,Online,2,Premium Customers
C00830,51521.2651,1902.927873,9,210.9463413,1,Female,Mobile App,1,Regular Customers
C00831,36259.86487,619.7067524,3,191.2612778,1,Female,Online,3,Budget Shoppers
C00832,41143.86432,1519.133196,4,293.5556927,3,Female,Online,3,Budget Shoppers
C00833,56090.38167,1766.449412,7,226.4358693,9,Male,Store,1,Regular Customers
C00834,171307.63754124998,10036.1041214875,18,698.1463962,2,Male,Online,0,Loyal Customers
C00835,102091.826,4227.975012,9,392.3278719,9,Female,Store,2,Premium Customers
C00836,61025.74217,1263.45306,7,144.1408518,3,Female,Store,1,Regular Customers
C00837,52535.31894,2217.68813,6,328.7651356,5,Male,Store,1,Regular Customers
C00838,156188.2526,10036.1041214875,17,717.5115487,4,Female,Online,0,Loyal Customers
C00839,77409.42201,4373.87233,10,412.9923808,4,Male,Online,2,Premium Customers
C00840,88405.18502,4127.966724,10,344.3649415,1,Female,Store,2,Premium Customers
C00841,92577.69196,4628.156322,8,535.4997047,4,Male,Online,2,Premium Customers
C00842,33418.39489,541.1491451,2,301.5224674,8,Female,Store,3,Budget Shoppers
C00843,107919.5031,4627.175913,11,383.8820922,1,Male,Mobile App,2,Premium Customers
C00844,133529.3411,10036.1041214875,19,606.9831623,10,Female,Mobile App,0,Loyal Customers
C00845,171307.63754124998,10036.1041214875,19,562.7298256,4,Female,Online,0,Loyal Customers
C00846,32881.47429,411.0579362,4,89.42984467,7,Female,Online,3,Budget Shoppers
C00847,51209.17428,1635.578309,8,275.7651711,8,Male,Store,1,Regular Customers
C00848,29976.52327,608.3842504,2,189.7760297,3,Female,Store,3,Budget Shoppers
C00849,25491.3836,526.4085843,3,158.6165954,10,Female,Store,3,Budget Shoppers
C00850,114951.0542,4310.429003,9,430.2168154,5,Male,Store,2,Premium Customers
C00851,50444.74564,1847.954656,8,178.7153357,6,Female,Mobile App,1,Regular Customers
C00852,33340.22446,654.8014821,1,648.9615712,9,Female,Mobile App,3,Budget Shoppers
C00853,171307.63754124998,10036.1041214875,18,598.9496946,7,Male,Store,0,Loyal Customers
C00854,49439.6109,2270.258096,6,363.0768835,1,Female,Store,1,Regular Customers
C00855,44010.89023,1772.881058,5,302.4572278,3,Male,Mobile App,1,Regular Customers
C00856,50654.98705,1457.241273,8,301.5224674,8,Female,Store,1,Regular Customers
C00857,168678.8883,10036.1041214875,19,638.9105452,2,Female,Online,0,Loyal Customers
C00858,24716.90904,540.6864653,3,152.8132173,1,Female,Store,3,Budget Shoppers
C00859,171307.63754124998,10036.1041214875,20,574.1991438,5,Male,Mobile App,0,Loyal Customers
C00860,171307.63754124998,10036.1041214875,19,545.110851,4,Male,Online,0,Loyal Customers
C00861,26343.04145,599.4640762,2,187.487505,5,Female,Online,3,Budget Shoppers
C00862,60385.35164,1658.665519,9,174.073295,2,Female,Online,1,Regular Customers
C00863,59323.02069,1536.171591,6,248.4093869,5,Male,Online,1,Regular Customers
C00864,156186.5651,10036.1041214875,19,538.4938248,6,Male,Store,0,Loyal Customers
C00865,68042.78461,4918.003558,8,636.5672194,10,Female,Online,2,Premium Customers
C00866,150888.7826,10036.1041214875,17,777.8957285,7,Male,Online,0,Loyal Customers
C00867,30682.49382,521.8565135,3,77.8079989,3,Male,Online,3,Budget Shoppers
C00868,32307.0343,1847.954656,2,220.1337282,6,Female,Store,3,Budget Shoppers
C00869,55662.29411,1907.320259,9,198.9474798,4,Male,Online,1,Regular Customers
C00870,60301.22738,1637.186673,5,313.9470268,10,Female,Store,1,Regular Customers
C00871,29540.82317,513.079563,2,243.0132889,1,Male,Online,3,Budget Shoppers
C00872,56135.51166,449.8260667,4,97.40312748,1,Male,Mobile App,3,Budget Shoppers
C00873,148208.2137,9922.824355,17,579.4078983,1,Female,Mobile App,0,Loyal Customers
C00874,56094.8841,1857.30312,8,192.2826686,5,Male,Online,1,Regular Customers
C00875,93880.16915,3626.947786,9,314.9638118,3,Female,Online,2,Premium Customers
C00876,80946.62619,3748.945806,9,301.5224674,10,Female,Online,2,Premium Customers
C00877,61109.96692,1332.825609,4,240.1816399,5,Female,Online,1,Regular Customers
C00878,31700.6626,674.4512497,2,272.324052,9,Male,Online,3,Budget Shoppers
C00879,30086.05096,626.8918002,3,198.2466665,6,Female,Online,3,Budget Shoppers
C00880,171307.63754124998,10036.1041214875,19,654.0128303,9,Male,Mobile App,0,Loyal Customers
C00881,31543.7394,583.0564798,3,128.3733599,8,Male,Mobile App,3,Budget Shoppers
C00882,57176.50456,2102.253594,4,455.9300057,8,Male,Store,1,Regular Customers
C00883,91768.3447,3802.994791,7,498.4083103,4,Female,Online,2,Premium Customers
C00884,93534.68174,5215.901068,9,623.9710464,6,Male,Online,2,Premium Customers
C00885,29836.15592,593.6801675,2,226.5496604,5,Male,Online,3,Budget Shoppers
C00886,65110.58507,1791.099276,9,159.6766437,2,Male,Online,1,Regular Customers
C00887,33363.55168,457.6040913,1,356.4863613,8,Female,Online,3,Budget Shoppers
C00888,30767.85735,485.3191093,3,125.3594058,3,Male,Mobile App,3,Budget Shoppers
C00889,61219.18477,1720.101437,7,243.696751,10,Female,Mobile App,1,Regular Customers
C00890,85999.59059,4600.830185,9,448.3495656,8,Male,Online,2,Premium Customers
C00891,56135.51166,1951.060539,7,266.3686575,10,Male,Store,1,Regular Customers
C00892,22084.29856,668.4761989,2,202.0197118,2,Male,Online,3,Budget Shoppers
C00893,171307.63754124998,10036.1041214875,17,726.7603915,3,Female,Online,0,Loyal Customers
C00894,157264.5733,10036.1041214875,19,785.2265307,8,Female,Online,0,Loyal Customers
C00895,47036.42601,1696.033835,5,319.1146139,5,Male,Store,1,Regular Customers
C00896,29298.33019,573.4989818,2,246.4068804,3,Female,Store,3,Budget Shoppers
C00897,22039.91289,625.8260269,4,117.2813389,2,Female,Online,3,Budget Shoppers
C00898,33571.35246,477.0944336,2,170.9644258,1,Female,Mobile App,3,Budget Shoppers
C00899,63310.70975,1953.923848,7,301.092636,3,Male,Store,1,Regular Customers
C00900,52234.17268,1666.633045,5,245.8871347,5,Female,Store,1,Regular Customers
C00901,72527.11224,5917.016979,10,603.4520388,10,Female,Store,2,Premium Customers
C00902,57461.40722,1968.237322,7,242.5293972,5,Female,Online,1,Regular Customers
C00903,52604.50346,1681.317583,5,307.1736,8,Male,Online,1,Regular Customers
C00904,28791.17508,555.2761177,1,279.2606136,1,Male,Online,3,Budget Shoppers
C00905,36873.89991,543.5417899,1,390.8499766,3,Female,Mobile App,3,Budget Shoppers
C00906,99024.72672,3482.003098,10,312.155367,10,Female,Store,2,Premium Customers
C00907,54680.87889,1882.859036,4,400.1447768,5,Female,Store,1,Regular Customers
C00908,27966.81358,642.208027,4,100.9538901,6,Male,Store,3,Budget Shoppers
C00909,66033.82317,2202.58481,8,268.819813,2,Male,Store,1,Regular Customers
C00910,59221.08653,2169.801983,7,265.5260999,7,Male,Store,1,Regular Customers
C00911,27833.8562,1847.954656,1,361.4725038,4,Female,Online,3,Budget Shoppers
C00912,28260.98021,668.0839519,3,159.5348667,7,Male,Mobile App,3,Budget Shoppers
C00913,171307.63754124998,10036.1041214875,17,694.744468,8,Female,Store,0,Loyal Customers
C00914,55612.7956,1753.088977,8,190.6758682,7,Male,Online,1,Regular Customers
C00915,84396.01262,4750.410682,8,569.8878596,7,Male,Mobile App,2,Premium Customers
C00916,72013.37387,4367.863075,10,434.8269392,6,Male,Store,2,Premium Customers
C00917,31731.63323,707.5286576,1,586.3742193,8,Female,Mobile App,3,Budget Shoppers
C00918,57767.63155,1951.662258,6,280.7194071,7,Female,Online,1,Regular Customers
C00919,63132.89938,1885.638752,7,243.2314748,4,Female,Store,1,Regular Customers
C00920,163957.9317,10036.1041214875,18,724.9975363,6,Female,Store,0,Loyal Customers
C00921,30710.33655,460.016364,2,301.5224674,2,Male,Store,3,Budget Shoppers
C00922,24508.10938,648.3866913,1,578.0955182,5,Male,Store,3,Budget Shoppers
C00923,26665.02793,532.5745446,1,431.6553402,2,Male,Mobile App,3,Budget Shoppers
C00924,56135.51166,571.3586225,3,208.545168,2,Female,Store,3,Budget Shoppers
C00925,94734.34348,4159.094507,8,488.4494943,10,Female,Online,2,Premium Customers
C00926,56135.51166,771.0241582,3,236.3717479,10,Male,Store,3,Budget Shoppers
C00927,61901.92732,1808.557749,5,301.5224674,3,Male,Online,1,Regular Customers
C00928,171307.63754124998,10036.1041214875,20,657.2108012,4,Female,Online,0,Loyal Customers
C00929,61194.60221,1968.624812,7,263.377777,7,Female,Store,1,Regular Customers
C00930,98464.58706,4999.789587,10,536.5870109,9,Female,Online,2,Premium Customers
C00931,144580.827,10036.1041214875,18,512.1697855,7,Male,Mobile App,0,Loyal Customers
C00932,53026.4122,1340.185839,6,203.9176563,6,Female,Store,1,Regular Customers
C00933,76114.05158,3946.220497,9,427.0790305,8,Male,Store,2,Premium Customers
C00934,171307.63754124998,9347.846808,18,553.4610758,6,Female,Online,0,Loyal Customers
C00935,47450.70128,1606.154901,9,134.620944,9,Female,Mobile App,1,Regular Customers
C00936,31703.65545,492.2890218,3,89.37070873,3,Female,Online,3,Budget Shoppers
C00937,55062.29273,1785.753859,7,226.9078508,6,Female,Store,1,Regular Customers
C00938,57635.64572,1643.058763,5,249.8307486,7,Female,Online,1,Regular Customers
C00939,32130.53088,640.8226971,5,158.1365372,6,Male,Store,3,Budget Shoppers
C00940,28670.6023,453.1186603,2,156.1517578,2,Male,Mobile App,3,Budget Shoppers
C00941,61570.66826,2058.63501,7,259.9117276,3,Male,Store,1,Regular Customers
C00942,52556.54892,1377.24322,6,169.7575428,2,Female,Online,1,Regular Customers
C00943,25580.61187,630.4161775,2,223.139395,9,Male,Online,3,Budget Shoppers
C00944,53075.77342,1674.834899,5,250.6740245,10,Male,Store,1,Regular Customers
C00945,31265.21355,540.8364701,2,212.0517596,2,Male,Online,3,Budget Shoppers
C00946,30948.55398,580.0300556,1,310.9458294,1,Female,Online,3,Budget Shoppers
C00947,24997.53912,575.8218822,3,165.922085,10,Female,Online,3,Budget Shoppers
C00948,171307.63754124998,10036.1041214875,17,780.7176444,10,Female,Online,0,Loyal Customers
C00949,57001.4416,1790.975631,6,238.5288184,7,Female,Store,1,Regular Customers
C00950,99359.6962,4804.668485,10,301.5224674,4,Female,Online,2,Premium Customers
C00951,158024.0131,10036.1041214875,14,848.5410537875001,5,Male,Store,0,Loyal Customers
C00952,30915.91504,826.0400896,2,385.9855299,8,Male,Store,3,Budget Shoppers
C00953,34983.38215,573.2361529,5,301.5224674,2,Female,Online,3,Budget Shoppers
C00954,79685.69179,3941.79165,9,414.722807,8,Female,Online,2,Premium Customers
C00955,52698.19844,2069.427143,7,270.9141972,1,Female,Online,1,Regular Customers
C00956,32566.79435,523.4518249,3,194.7821201,6,Female,Online,3,Budget Shoppers
C00957,47469.22762,2060.377937,5,369.4922671,9,Female,Store,1,Regular Customers
C00958,57125.10702,1960.580189,3,521.6702856,8,Male,Store,1,Regular Customers
C00959,90295.8869,4314.650234,9,412.5146198,10,Male,Mobile App,2,Premium Customers
C00960,50322.9745,2097.077174,7,223.9644352,8,Female,Online,1,Regular Customers
C00961,94508.91487,4753.361115,10,427.7808569,1,Male,Online,2,Premium Customers
C00962,146652.4051,10036.1041214875,18,567.8420781,8,Female,Mobile App,0,Loyal Customers
C00963,86035.76736,4051.19843,9,301.5224674,2,Male,Mobile App,2,Premium Customers
C00964,98514.58829,4143.509933,11,371.8770089,10,Female,Online,2,Premium Customers
C00965,162576.7552,9758.857774,18,533.8736423,1,Female,Store,0,Loyal Customers
C00966,171307.63754124998,10036.1041214875,17,696.6681392,10,Male,Online,0,Loyal Customers
C00967,171307.63754124998,1847.954656,18,819.4800842,6,Male,Store,0,Loyal Customers
C00968,102429.467,4657.987047,9,488.4644852,3,Male,Store,2,Premium Customers
C00969,24346.19783,547.3583112,1,309.281185,4,Female,Online,3,Budget Shoppers
C00970,47650.6389,2409.400766,6,387.4313331,10,Male,Online,1,Regular Customers
C00971,51957.03691,1672.175158,6,221.1101371,6,Female,Online,1,Regular Customers
